kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_sma,koi_model_snr,koi_num_transits,koi_max_mult_ev,koi_max_sngle_ev,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_smass,koi_count,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec
K01960.01,CONFIRMED,8.96847034,4.4073,234.3,2.17,0.086,38.2,145,32.74615,6.7650046,1024,259.95,5808,4.185,1.374,1.054,2,0,0,0,0
K01961.01,CONFIRMED,1.907810683,1.8707,120.5,0.91,0.0295,40.9,703,39.49102,4.212235,1268,609.28,5435,4.578,0.824,0.937,2,0,0,0,0
K01962.01,CANDIDATE,32.85862571,3.1483,162.8,2.31,0.2006,36.4,31,26.82928,7.8203287,691,53.85,5899,4.135,1.414,0.995,1,0,0,0,0
K00213.01,FALSE POSITIVE,48.11881255,5.27958,69850.7,45.18,0.2549,2145.1,30,2789.1543,668.3399,490,13.6,6003,4.536,0.872,0.952,1,0,1,0,0
K01964.01,CANDIDATE,2.229326354,1.9946,49.1,0.6,0.0324,24.6,603,35.477276,4.0974927,1273,621.53,5587,4.525,0.865,0.914,1,0,0,0,0
K01965.01,CONFIRMED,2.514628496,1.6239,228.4,1.27,0.0354,33.3,526,28.595043,4.7997804,1217,517.89,5662,4.56,0.84,0.937,1,0,0,0,0
K00219.01,CONFIRMED,8.025118521,5.3694,3120.4,7.79,0.0804,373,169,393.82916,40.004295,1093,336.73,6002,4.196,1.369,1.073,1,0,0,0,0
K02036.02,CONFIRMED,5.79529495,2.272,334.3,1.05,0.0519,14.8,219,12.475944,3.6537616,534,19.23,3757,4.718,0.539,0.552,2,0,0,0,0
K02037.01,CONFIRMED,73.7578875,2.69,1836.9,4.28,0.3259,20.2,15,29.859983,11.729464,375,4.66,5029,4.429,0.93,0.847,3,0,0,0,0
K02037.03,CANDIDATE,8.56267266,1.53,608.1,2.26,0.0776,15.2,132,18.69375,4.060325,768,82.22,5029,4.429,0.93,0.847,3,0,0,0,0
K02038.01,CONFIRMED,8.30537702,3.751,365.6,1.69,0.0766,28.5,158,21.758528,4.229696,809,101.43,5435,4.495,0.873,0.87,4,0,0,0,0
K01830.01,CONFIRMED,13.22714056,3.2861,812,2.22,0.1027,51.8,100,45.19574,7.2477627,638,39.1,5180,4.548,0.8,0.825,2,0,0,0,0
K01831.01,CONFIRMED,51.8098276,6.343,1025.4,2.6,0.2571,56.8,17,46.575012,14.466879,410,6.71,5191,4.53,0.826,0.844,4,0,0,0,0
K01831.02,CONFIRMED,4.38536428,2.5126,198.5,1.15,0.0496,25.9,240,21.772156,4.6369677,935,180.22,5191,4.53,0.826,0.844,4,0,0,0,0
K01831.03,CONFIRMED,34.20578508,5.1691,183.2,1.1,0.1949,11.6,27,10.421222,5.0435963,471,11.67,5191,4.53,0.826,0.844,4,0,0,0,0
K01831.04,CONFIRMED,13.97945055,1.2325,356.1,1.97,0.1074,17.1,71,11.698665,5.220983,635,38.44,5191,4.53,0.826,0.844,4,0,0,0,0
K01893.01,CONFIRMED,3.554856338,2.1004,232.9,1.29,0.0444,40.8,377,36.35022,4.669016,1157,425.04,6068,4.565,0.831,0.931,1,0,0,0,0
K01894.01,CONFIRMED,5.28790754,8.5274,343.9,7.1,0.0671,90.6,255,49.242104,5.4748645,1661,1802.31,4994,3.433,3.818,1.441,1,0,0,0,0
K01895.01,CONFIRMED,8.45746636,2.2906,1320.3,1.87,0.0661,21.8,164,30.910906,5.942323,540,20.08,4347,4.73,0.524,0.537,3,0,0,0,0
K01895.02,CONFIRMED,17.28116957,2.829,1562.8,2.04,0.1064,20.3,81,25.287598,5.7942677,425,7.75,4347,4.73,0.524,0.537,3,0,0,0,0
K01895.03,CONFIRMED,32.1340014,2.691,1262,1.84,0.161,11.8,40,13.92513,4.215617,346,3.39,4347,4.73,0.524,0.537,3,0,0,0,0
K01897.01,CONFIRMED,59.7711433,4.843,574.5,3.17,0.3096,38.5,23,29.686596,9.845912,522,17.53,6214,4.382,1.122,1.101,1,0,0,0,0
K01967.01,CONFIRMED,4.417692516,2.323,279.2,1.57,0.047,35.1,302,29.340645,4.086675,790,92.16,4766,4.645,0.664,0.723,1,0,0,0,0
K01968.01,CONFIRMED,10.08744556,2.9884,568.1,3.15,0.0956,39.9,130,32.66846,5.5275297,942,186.14,6310,4.417,1.095,1.143,1,0,0,0,0
K01969.01,CONFIRMED,16.34355902,5.474,829.4,3.26,0.1264,34,84,27.110012,5.261613,730,67.34,5730,4.394,1.056,1.008,1,0,0,0,0
K01970.01,CONFIRMED,21.96401646,2.7509,693.4,2.57,0.1503,26.9,63,23.871181,5.4889083,643,40.41,5774,4.447,0.958,0.937,2,0,0,0,0
K01970.02,CONFIRMED,125.602323,7.105,925.7,2.89,0.4806,23.3,10,19.515469,9.962754,360,3.95,5774,4.447,0.958,0.937,2,0,0,0,0
K02038.02,CONFIRMED,12.51353325,4.301,430.8,1.88,0.1007,30,103,19.935074,4.273036,706,58.69,5435,4.495,0.873,0.87,4,0,0,0,0
K02038.03,CONFIRMED,17.9134215,4.364,197.8,1.39,0.1279,11.4,65,8.255046,2.9240737,626,36.38,5435,4.495,0.873,0.87,4,0,0,0,0
K02038.04,CONFIRMED,25.2149143,5.76,174.1,1.19,0.1607,9.9,53,8.67766,3.4347491,559,23.05,5435,4.495,0.873,0.87,4,0,0,0,0
K02039.01,CONFIRMED,5.42586901,2.5342,259,1.48,0.0601,26.1,250,25.909443,4.9888926,973,211.66,5594,4.489,0.934,0.981,2,0,0,0,0
K02040.01,CONFIRMED,19.58561177,1.755,532.9,3.09,0.1379,27.1,57,22.337149,6.7585225,666,46.51,5618,4.401,0.996,0.911,1,0,0,0,0
K01832.01,CONFIRMED,4.544436472,1.8141,879.3,3,0.0522,42.5,299,45.03802,6.951318,1017,253.48,5445,4.458,0.937,0.919,3,0,0,0,0
K01832.02,CONFIRMED,12.76220558,2.0688,653.8,3.18,0.104,17.4,95,19.995342,5.3509207,721,63.86,5445,4.458,0.937,0.919,3,0,0,0,0
K01832.03,CONFIRMED,38.7149617,3.441,694.8,2.62,0.2179,16.2,34,18.331856,5.5755596,498,14.55,5445,4.458,0.937,0.919,3,0,0,0,0
K00199.02,FALSE POSITIVE,8.78458274,6.459,210.8,2.6,0.0876,25.9,150,17.729378,4.9553237,1149,411.55,5927,4.046,1.691,1.161,2,0,1,1,0
K01833.01,CONFIRMED,3.69298623,1.7744,763.3,1.74,0.0389,33.9,287,49.29686,5.540941,745,72.66,4402,4.682,0.572,0.575,3,0,0,0,0
K00206.01,CONFIRMED,5.334082429,6.2226,4676.5,13.08,0.0665,653.4,253,569.9242,47.406998,1495,1180.64,6332,4.016,1.905,1.373,1,0,0,0,0
K01898.01,CONFIRMED,6.4980147,2.4384,190.9,1.87,0.0669,41.2,200,33.229843,4.935562,1026,262.18,5727,4.328,1.104,0.946,1,0,0,0,0
K01899.01,CONFIRMED,19.76169247,3.9097,392.5,2.81,0.1464,35.3,68,31.456211,6.1218104,791,92.38,6327,4.327,1.175,1.064,2,0,0,0,0
K01900.01,CONFIRMED,5.18498961,2.1397,430.1,1.15,0.048,36.4,261,33.10402,4.6612425,652,42.62,4325,4.68,0.56,0.547,1,0,0,0,0
K01901.01,CONFIRMED,85.6542476,6.866,476,3.56,0.3986,36.6,16,25.212389,9.007189,522,17.51,5818,4.065,1.647,1.149,1,0,0,0,0
K01971.01,CONFIRMED,19.32945602,3.794,935.5,2.26,0.1338,26.8,67,25.250687,6.374764,529,18.57,5026,4.604,0.763,0.875,1,0,0,0,0
K01972.01,CANDIDATE,17.79108667,2.662,414.2,2.88,0.1298,39.8,75,31.675615,6.64514,830,112.09,5855,4.148,1.34,0.92,2,0,0,0,0
K01973.01,CONFIRMED,3.290114076,1.5151,645.3,1.49,0.0361,30.3,408,28.622519,5.5215316,802,97.96,4484,4.654,0.594,0.58,1,0,0,0,0
K00024.01,FALSE POSITIVE,2.086075752,2.2647,3657.8,10.3,0.0304,102.2,641,698.0131,85.65387,1845,2747.42,6131,4.071,1.417,0.862,1,0,1,1,1
K00214.01,CONFIRMED,3.311864148,1.4049,5976.5,9.06,0.0437,448.2,319,436.30713,39.35819,1116,365.94,5461,4.499,0.937,1.012,1,0,0,0,0
K02042.01,CANDIDATE,63.0732241,5.397,671.3,17.8,0.4144,30,23,35.425816,11.3987055,1077,317.78,6234,3.209,6.354,2.382,1,0,0,0,0
K00220.01,CONFIRMED,2.422084188,2.5613,1871.8,3.55,0.0344,423.7,551,399.3786,27.22816,1213,511.66,5598,4.565,0.83,0.928,2,0,0,0,0
K02043.01,CONFIRMED,78.5461106,8.689,658.7,3.55,0.3659,35.6,18,23.548868,9.026488,501,14.85,5808,4.172,1.397,1.058,1,0,0,0,0
K02044.01,CONFIRMED,16.92342126,4.1864,1125.3,3.4,0.1309,40.8,70,32.034893,5.9767494,702,57.37,5786,4.465,0.99,1.044,1,0,0,0,0
K02045.01,CONFIRMED,5.47665801,2.5482,648,2.01,0.0542,32.1,188,25.446098,5.4740853,741,71,4650,4.589,0.706,0.704,3,0,0,0,0
K01835.01,CONFIRMED,4.580346161,2.097,308.3,1.38,0.0506,49.8,268,35.994656,6.5903087,889,147.56,5103,4.558,0.789,0.82,3,0,0,0,0
K01835.02,CONFIRMED,2.248288213,2.0361,263.2,1.25,0.0315,59.7,596,44.245068,6.2117267,1127,380.75,5103,4.558,0.789,0.82,3,0,0,0,0
K01835.03,CONFIRMED,6.76690759,1.7062,249.3,1.31,0.0656,29.7,169,22.271885,4.33808,781,87.79,5103,4.558,0.789,0.82,3,0,0,0,0
K01837.01,CONFIRMED,34.1732156,4.7679,635,2.37,0.2027,38.9,42,39.367767,10.137758,465,11.09,5201,4.573,0.834,0.948,2,0,0,0,0
K01838.01,CONFIRMED,16.7364755,2.151,1147,2.73,0.1107,9.9,80,36.20435,9.909172,464,10.99,4334,4.618,0.653,0.646,1,0,0,0,0
K01902.01,FALSE POSITIVE,137.8645881,1.922,2363,15.9,0.4036,28.2,9,24.076408,11.64278,170,0.2,3645,4.797,0.449,0.46,1,0,1,0,0
K01904.01,CONFIRMED,12.43929428,3.176,254.3,1.3,0.0951,24.9,104,30.03955,5.458994,627,36.57,4987,4.531,0.773,0.742,1,0,0,0,0
K01905.01,CONFIRMED,7.62635494,2.4168,296.1,1.21,0.0696,32.5,176,30.694172,4.9048095,703,57.89,4955,4.61,0.721,0.774,3,0,0,0,0
K01906.01,CANDIDATE,8.710442022,0.9425,1196.4,3.61,0.08,42.6,156,34.502525,6.6285152,760,78.75,5416,4.575,0.809,0.9,1,0,0,0,0
K01907.01,CONFIRMED,11.35010642,2.2792,1221,1.75,0.0796,38.3,116,33.785835,6.3078914,403,6.25,3597,4.734,0.514,0.522,1,0,0,0,0
K01974.01,CONFIRMED,109.4450597,3.792,1269.6,3.04,0.4276,30.1,11,23.831078,9.468326,340,3.14,5403,4.5,0.868,0.868,1,0,0,0,0
K01975.01,CONFIRMED,7.56052209,3.8573,659.8,2.4,0.0761,34.6,170,29.601961,5.073486,914,164.9,5895,4.503,0.94,1.026,1,0,0,0,0
K01976.01,CONFIRMED,12.12401737,3.3091,788.4,2.37,0.0965,40.1,114,33.63076,5.64753,675,48.98,5094,4.469,0.87,0.813,1,0,0,0,0
K01977.01,CONFIRMED,9.38740646,1.6165,384.6,1.69,0.077,22.3,138,25.269794,4.95761,575,25.83,4500,4.656,0.646,0.71,2,0,0,0,0
K01977.02,CONFIRMED,7.41556471,1.973,150.4,0.79,0.0658,11.8,175,11.42809,3.1523068,622,35.37,4500,4.656,0.646,0.71,2,0,0,0,0
K02045.02,CONFIRMED,24.2101973,4.046,458,1.5,0.1459,14.1,41,11.474611,4.049672,451,9.8,4650,4.589,0.706,0.704,3,0,0,0,0
K02046.01,CONFIRMED,23.8990075,15.955,293.4,3.26,0.1685,61.5,30,33.028297,8.416729,823,108.3,5511,3.914,1.93,1.115,1,0,0,0,0
K02047.01,CONFIRMED,6.22161107,3.4117,165,1.59,0.0693,29,215,24.55109,4.6385717,1101,348.15,6277,4.417,1.097,1.148,1,0,0,0,0
K02048.01,CONFIRMED,6.17998508,2.1094,750.5,2.12,0.0615,29,217,25.766874,4.509111,814,104.06,5149,4.551,0.791,0.811,2,0,0,0,0
K02049.01,CONFIRMED,1.569066598,2.7803,147.2,1.68,0.0269,48.7,859,37.942986,4.5790415,1849,2763.39,5821,4.172,1.395,1.054,1,0,0,0,0
K01839.01,CONFIRMED,9.59068586,3.452,544.6,3.93,0.0827,40,113,40.48698,10.609532,1087,329.34,5476,3.904,1.673,0.819,2,0,0,0,0
K01840.01,CONFIRMED,7.03932913,3.514,836.7,4.67,0.0734,48.6,187,39.687874,5.6518683,1060,298.33,5846,4.278,1.24,1.064,2,0,0,0,0
K01841.01,CONFIRMED,49.6075771,2.9575,626.7,2.12,0.2508,44.9,28,40.47373,11.228867,402,6.17,5187,4.592,0.774,0.858,1,0,0,0,0
K01842.01,CONFIRMED,16.84183355,2.6194,822.1,3.08,0.1261,23.6,78,31.661684,8.058721,699,56.43,5602,4.404,1.009,0.941,1,0,0,0,0
K00200.01,CONFIRMED,7.340714946,2.9987,8510.5,14.31,0.0801,856.3,184,913.0406,103.31487,1155,421.03,6056,4.191,1.498,1.268,1,0,0,0,0
K01908.01,CONFIRMED,12.55111099,3.1293,494.1,1.34,0.0896,33.2,107,27.182327,6.710395,480,12.56,4213,4.669,0.598,0.609,2,0,0,0,0
K00208.01,CONFIRMED,3.003879547,3.2848,8538,10.96,0.0439,80.8,354,482.27795,41.05356,1438,1011.87,6311,4.398,1.172,1.253,1,0,0,0,0
K01908.02,CONFIRMED,24.0884178,3.952,387.2,1.16,0.1384,21,52,15.767821,4.35663,386,5.26,4213,4.669,0.598,0.609,2,0,0,0,0
K01909.01,CONFIRMED,12.75800092,4.1828,187.9,1.49,0.1054,41.7,106,32.72165,6.2011385,822,107.96,5782,4.34,1.095,0.957,3,0,0,0,0
K01909.02,CONFIRMED,5.47033376,3.1441,112,1.15,0.0599,32.7,231,25.334806,5.4906163,1090,334.27,5782,4.34,1.095,0.957,3,0,0,0,0
K01978.01,CONFIRMED,6.51112385,1.6919,695.1,3.09,0.0698,38.4,209,31.28787,4.906323,1008,243.67,6032,4.465,1.001,1.065,2,0,0,0,0
K01978.02,CONFIRMED,23.85163321,2.4453,833.7,3.37,0.1658,28.6,54,23.321205,6.0068283,654,43.19,6032,4.465,1.001,1.065,2,0,0,0,0
K01979.01,CONFIRMED,2.714078374,1.3115,143.5,1.38,0.0386,36.8,493,30.774206,4.1509986,1301,675.86,5815,4.461,0.992,1.038,1,0,0,0,0
K01980.01,CONFIRMED,122.8799543,7.835,717.7,2.7,0.4629,41.9,11,28.170069,10.315938,326,2.66,5413,4.51,0.861,0.875,1,0,0,0,0
K01982.01,CONFIRMED,4.88753111,2.034,679.6,2.45,0.0574,17.4,272,27.71851,4.517726,1003,239.11,5568,4.499,0.957,1.053,1,0,0,0,0
K02059.01,CONFIRMED,6.14728341,2.7645,119.7,0.79,0.0611,26.8,221,21.83112,4.630854,770,83.18,4997,4.598,0.746,0.806,2,0,0,0,0
K02060.01,CONFIRMED,2.800111267,1.0237,706.7,2.13,0.0343,33.5,482,28.339994,3.9563286,956,197.81,4786,4.579,0.704,0.686,1,0,0,0,0
K02062.01,CONFIRMED,34.3511339,4.4408,599.4,2.75,0.2101,28.8,37,24.68519,6.970502,576,26.1,6091,4.487,0.967,1.045,1,0,0,0,0
K00221.01,CONFIRMED,3.413036353,2.61366,3868.7,6.62,0.0427,480.7,398,455.0805,32.43251,1200,490.24,5392,4.314,1.087,0.888,2,0,0,0,0
K02063.01,CONFIRMED,3.00725068,4.4302,285.8,1.56,0.0388,30,455,23.920347,3.4554873,1122,373.99,5667,4.587,0.781,0.873,1,0,0,0,0
K01843.01,CONFIRMED,4.194496867,1.7807,660.7,1.57,0.0419,45,245,40.03304,5.51606,577,26.2,3706,4.747,0.522,0.555,2,0,0,0,0
K01843.02,CANDIDATE,6.35585682,1.55,176.6,0.86,0.0552,9.2,154,9.861219,3.693264,503,15.1,3706,4.747,0.522,0.555,2,0,0,0,0
K01845.01,CONFIRMED,1.970340203,1.7901,403.2,3.97,0.0303,56.3,675,44.915237,4.657093,1599,1540.07,4883,3.972,1.667,0.951,2,0,0,0,0
K01845.02,CONFIRMED,5.05821338,1.132,748.3,10.69,0.0567,43.2,237,30.207308,5.601307,1168,439.8,4883,3.972,1.667,0.951,2,0,0,0,0
K01847.01,CONFIRMED,26.85323647,4.4557,965.8,2.65,0.162,53.3,51,43.310688,9.713177,544,20.77,5329,4.455,0.869,0.786,1,0,0,0,0
K01909.03,CONFIRMED,25.0985083,2.7727,167.6,1.59,0.1654,21.3,50,19.200647,5.5788984,656,43.84,5782,4.34,1.095,0.957,3,0,0,0,0
K01910.01,CONFIRMED,34.2685741,4.8251,699.3,2.44,0.193,38.2,37,27.756182,7.297534,477,12.2,5083,4.468,0.872,0.815,2,0,0,0,0
K01911.01,CONFIRMED,5.75321539,1.7948,733.8,3.14,0.0633,31.8,186,30.750694,5.088588,920,169.44,5445,4.51,0.929,1.017,1,0,0,0,0
K01913.01,CONFIRMED,5.50860699,3.0788,203.9,1.49,0.0585,38.2,241,35.991123,5.672402,934,179.62,5448,4.489,0.883,0.877,1,0,0,0,0
K01914.01,CONFIRMED,18.93055119,3.372,684,4.41,0.137,26.2,69,29.305529,7.3504725,766,81.42,5015,3.987,1.643,0.955,1,0,0,0,0
K00215.01,FALSE POSITIVE,42.94386258,3.7591,9207.9,41.62,0.2238,273,33,278.8515,64.62452,520,17.26,5750,4.4,0.94,0.808,1,0,1,0,0
K01984.01,CONFIRMED,22.06402,4.1,388.7,2.67,0.1624,31.5,47,27.015203,6.3318763,712,60.81,6232,4.432,1.09,1.174,1,0,0,0,0
K01985.01,CONFIRMED,5.756245244,1.071,623.6,2.24,0.0582,45.5,235,41.952225,6.6662774,773,84.16,4931,4.605,0.734,0.794,1,0,0,0,0
K01986.01,CONFIRMED,148.4601819,5.499,1532.1,3.61,0.5238,33.7,9,27.866648,10.977376,285,1.56,5159,4.548,0.821,0.868,2,0,0,0,0
K01988.01,CONFIRMED,0.934885365,1.4083,270.4,3.21,0.0184,57.8,1432,45.290287,4.7595024,2080,4435.29,4777,3.909,1.795,0.953,1,0,0,0,0
K02051.01,CONFIRMED,25.7626846,6.908,619.5,2.66,0.1709,38,47,33.93693,7.1706915,633,37.99,5739,4.381,1.069,1.002,2,0,0,0,0
K02051.02,CONFIRMED,11.0317836,4.753,182.3,1.45,0.0971,14.1,105,13.435833,4.2159834,840,117.67,5739,4.381,1.069,1.002,2,0,0,0,0
K00220.02,CONFIRMED,4.12511935,2.877,114.7,0.88,0.049,21.6,298,16.764023,4.203215,1016,252.18,5598,4.565,0.83,0.928,2,0,0,0,0
K02052.01,CANDIDATE,4.22464216,1.403,987,4.31,0.0546,7.7,248,27.598013,4.175575,1279,631.55,6343,4.408,1.14,1.213,1,0,0,0,0
K02053.01,CONFIRMED,13.12162167,3.6138,196.9,1.99,0.1123,32.7,97,27.209827,5.364537,913,164.48,6140,4.265,1.277,1.094,2,0,0,0,0
K01848.01,CONFIRMED,49.6220669,7.222,505.5,3.33,0.2726,47.6,28,38.522243,11.796135,546,20.99,5938,4.331,1.184,1.097,1,0,0,0,0
K01849.01,CONFIRMED,8.08801663,1.8334,952.9,2.94,0.0753,46.1,168,39.4025,7.423082,792,92.93,5269,4.494,0.874,0.87,1,0,0,0,0
K01850.01,CONFIRMED,11.55103848,3.3601,402.8,2.17,0.1005,49.8,116,40.4234,6.9801226,845,120.76,5907,4.395,1.058,1.014,1,0,0,0,0
K01851.01,CONFIRMED,4.469754641,1.813,553.9,2.26,0.0535,37.1,304,40.748875,5.920085,1103,350.69,5988,4.507,0.934,1.021,1,0,0,0,0
K01852.01,CONFIRMED,15.77382794,4.957,313.6,2.72,0.1291,30.4,86,34.133038,5.981702,955,196.14,6283,4.129,1.531,1.15,1,0,0,0,0
K01915.01,CONFIRMED,6.56226483,4.0144,260.8,3.07,0.0732,41.2,203,33.815254,5.451816,1290,654.67,5878,4.005,1.812,1.212,2,0,0,0,0
K01916.01,CONFIRMED,20.67876365,4.6395,323.9,2.42,0.1518,42.6,64,26.140358,5.9633765,749,74.36,5865,4.266,1.272,1.088,3,0,0,0,0
K00209.01,CONFIRMED,50.79034648,10.8474,5671.1,10.6,0.2776,508.8,29,376.44238,91.49705,612,33.12,6163,4.185,1.406,1.102,2,0,0,0,0
K01916.02,CONFIRMED,9.59993246,4.3206,271.2,2.08,0.091,52,142,32.263363,5.2048445,967,206.91,5865,4.266,1.272,1.088,3,0,0,0,0
K01916.03,CONFIRMED,2.0248205,2.55,63.3,1.01,0.0322,20.2,621,16.003586,4.208786,1625,1652.5,5865,4.266,1.272,1.088,3,0,0,0,0
K01989.01,CONFIRMED,201.118319,10.328,584.8,2.28,0.6559,34.7,7,21.656965,10.35031,300,1.92,5646,4.447,0.954,0.929,1,0,0,0,0
K01990.01,CONFIRMED,24.7577652,6.998,458.7,2.44,0.1688,37.6,55,31.792923,7.0413713,644,40.74,6106,4.487,0.966,1.043,1,0,0,0,0
K01992.01,CONFIRMED,12.7983174,6.401,336.6,2.88,0.1072,38.2,107,31.15827,5.885593,908,160.33,5592,4.115,1.451,1,3,0,0,0,0
K01996.01,CONFIRMED,10.13200555,3.1683,911.6,1.67,0.0756,37.6,116,31.41136,5.9245596,574,25.66,4777,4.689,0.561,0.561,2,0,0,0,0
K01997.01,CONFIRMED,38.505224,5.941,695.2,2.45,0.2159,35.5,36,28.735064,8.394553,532,18.98,5974,4.504,0.881,0.904,1,0,0,0,0
K02053.02,CONFIRMED,4.6126736,3.0643,133.2,1.6,0.0559,34.3,293,28.70658,5.7404814,1294,663.8,6140,4.265,1.277,1.094,2,0,0,0,0
K02055.01,CONFIRMED,8.67890312,3.5317,540.6,2.56,0.0805,37.4,126,29.641619,5.497077,905,158.43,5509,4.308,1.116,0.924,4,0,0,0,0
K02056.01,CONFIRMED,39.3135699,5.0137,500.1,2.07,0.227,33.8,33,25.298313,8.180487,540,20.04,6060,4.509,0.925,1.008,1,0,0,0,0
K02057.01,CONFIRMED,5.94565516,2.1604,401.2,1.12,0.0536,28.5,227,26.828835,4.6647468,568,24.71,3974,4.7,0.564,0.581,1,0,0,0,0
K02058.01,CONFIRMED,1.52373073,1.4796,364.7,1.26,0.0208,34.1,881,26.808985,3.7324114,818,105.95,3746,4.736,0.51,0.516,1,0,0,0,0
K00201.01,CONFIRMED,4.225384543,2.82038,7563,9,0.0516,1457.8,313,1401.7281,116.94335,1111,360.46,5574,4.403,1.054,1.025,1,0,0,0,0
K01853.01,CONFIRMED,60.0853848,7.007,432.2,2.4,0.3148,51.7,19,39.420227,11.139173,485,13.07,6028,4.459,1.047,1.149,1,0,0,0,0
K01854.01,CONFIRMED,43.0343364,6.571,541.6,2.5,0.2327,50,27,37.634098,11.465475,484,13.01,5550,4.476,0.911,0.906,1,0,0,0,0
K01856.01,CANDIDATE,46.2991052,5.2481,854.9,4.33,0.2436,55,31,34.45179,10.634604,592,29.04,5396,4.035,1.507,0.898,1,0,0,0,0
K01857.01,CONFIRMED,88.6440015,7.82,625.5,2.51,0.3815,57.6,15,38.35715,14.281977,391,5.51,5661,4.471,0.934,0.941,1,0,0,0,0
K01917.01,CONFIRMED,35.01190875,2.868,436.7,2.97,0.2124,34,39,27.80376,7.4211526,603,31.35,5872,4.332,1.153,1.041,1,0,0,0,0
K01920.01,CONFIRMED,16.57099265,2.9052,644.9,2.03,0.121,40.9,78,33.874874,6.27216,614,33.53,5483,4.589,0.779,0.865,2,0,0,0,0
K01921.01,CONFIRMED,16.00496657,6.5047,377.5,3.71,0.1396,49.8,84,34.956825,5.9957867,1040,276.53,6384,4.029,1.904,1.412,1,0,0,0,0
K01922.01,CONFIRMED,1.954525966,2.0944,392.8,2.38,0.0307,43.1,687,35.474197,5.1833353,1540,1331.18,5741,4.331,1.136,1.01,3,0,0,0,0
K01922.02,CANDIDATE,15.09521323,3.41,,,,,,,,,,,,,,3,0,0,0,0
K01923.01,CONFIRMED,7.23400381,2.165,453.3,1.78,0.0702,34.3,141,30.212036,4.9379325,831,112.48,5411,4.523,0.85,0.879,1,0,0,0,0
K01998.01,CONFIRMED,6.77408984,2.6215,520.3,2.5,0.0741,33.6,198,28.430346,5.4710145,1058,295.82,6246,4.433,1.092,1.18,1,0,0,0,0
K00216.01,CONFIRMED,20.17202467,3.1488,5368.1,6.24,0.1353,226.8,65,198.6218,37.637707,564,24,5064,4.474,0.864,0.811,2,0,0,0,0
K02000.01,CONFIRMED,26.41044199,3.0715,991.1,2.45,0.1616,31.2,52,24.82197,5.6758294,512,16.27,5448,4.613,0.734,0.815,1,0,0,0,0
K02001.01,CONFIRMED,8.27745764,2.713,197.2,2.46,0.077,17.3,166,25.780085,5.627897,1088,331.35,5129,3.884,1.781,0.887,1,0,0,0,0
K02002.01,CONFIRMED,14.37504582,3.208,251.1,2.05,0.1167,15.7,76,22.670963,4.8745027,786,90.16,5931,4.403,1.053,1.023,1,0,0,0,0
K02064.01,CANDIDATE,6.31219171,4.9377,403.7,2.17,0.0695,35.6,215,28.343649,5.240864,1096,342.04,6322,4.426,1.075,1.124,1,0,0,0,0
K02066.01,CONFIRMED,147.97391,6.854,1267.1,3.33,0.5302,26.4,9,23.204792,11.1462345,329,2.78,5578,4.44,0.95,0.905,1,0,0,0,0
K02067.01,CONFIRMED,13.24503482,4.4078,156.1,1.77,0.1092,35.7,99,27.768732,5.2294526,887,146.31,5636,4.147,1.39,0.988,1,0,0,0,0
K02069.01,CONFIRMED,77.2550726,10.214,589.5,3.7,0.3781,44,17,22.165401,7.940858,548,21.37,6564,4.255,1.356,1.212,1,0,0,0,0
K02071.01,CONFIRMED,3.85690686,2.0808,127.8,0.93,0.0466,24.3,347,20.862171,4.598209,972,210.44,5272,4.574,0.813,0.902,1,0,0,0,0
K01858.01,CONFIRMED,116.3311739,7.025,1586.3,3.26,0.4451,31.5,12,34.19719,14.798361,323,2.59,5354,4.533,0.835,0.868,2,0,0,0,0
K01858.02,CANDIDATE,86.049055,29.28,429.9,2.06,0.3792,8,,,,410,6.68,5733,4.432,0.997,0.981,2,0,0,0,0
K01860.01,CONFIRMED,6.31943553,3.3422,581.1,2.71,0.0658,61,182,45.591755,7.5457764,986,223.15,5670,4.397,1.022,0.949,4,0,0,0,0
K01860.02,CONFIRMED,12.20951755,4.1808,538.1,2.61,0.1021,45.5,90,32.03609,7.213981,791,92.68,5670,4.397,1.022,0.949,4,0,0,0,0
K01860.03,CONFIRMED,3.07644709,2.6326,216.7,1.61,0.0407,29.3,337,22.377825,4.620691,1253,583.25,5670,4.397,1.022,0.949,4,0,0,0,0
K01924.01,FALSE POSITIVE,2.11913005,4.141,28.7,1.35,0.0356,21.5,507,14.853027,8.816657,2090,4512.1,5799,3.813,2.377,1.339,1,0,1,1,0
K01925.01,CONFIRMED,68.958447,3.128,123.3,1.11,0.3183,30,18,27.269234,10.726428,402,6.17,5455,4.497,0.888,0.902,1,0,0,0,0
K00209.02,CONFIRMED,18.79591276,7.5235,2431.4,7.39,0.1431,282.3,67,224.41634,34.18275,852,124.64,6163,4.185,1.406,1.102,2,0,0,0,0
K01927.01,FALSE POSITIVE,47.76397728,4.08,,,,,,,,,,,,,,1,0,0,0,0
K01928.01,CONFIRMED,63.0380366,7.3702,658.7,2.59,0.3076,53.1,19,38.719246,12.490564,465,11.1,5798,4.411,1.019,0.976,1,0,0,0,0
